start_date,end_date,category,start,stop,miles,purpose,route,month,duration,week name,month number,hours,time of day
2016-04-28 13:30:00,2016-04-28 13:49:00,Business,Raleigh,Cary,32.8,Customer Visit,Raleigh ➝ Cary,April,0 days 23:41:00,Thursday,4,13,Afternoon
2016-04-28 22:10:00,2016-04-28 22:28:00,Business,Morrisville,Cary,5.5,Customer Visit,Morrisville ➝ Cary,April,0 days 23:42:00,Thursday,4,22,Night
2016-04-29 11:44:00,2016-04-29 12:01:00,Business,Cary,Durham,9.9,Meeting,Cary ➝ Durham,April,0 days 23:43:00,Friday,4,11,Morning
2016-04-29 13:13:00,2016-04-29 13:34:00,Business,Durham,Cary,10.0,Meeting,Durham ➝ Cary,April,0 days 23:39:00,Friday,4,13,Afternoon
2016-04-29 18:46:00,2016-04-29 19:18:00,Business,Cary,Durham,14.2,Customer Visit,Cary ➝ Durham,April,0 days 23:28:00,Friday,4,18,Evening
2016-04-29 22:44:00,2016-04-29 23:19:00,Business,Durham,Cary,18.2,Meeting,Durham ➝ Cary,April,0 days 23:25:00,Friday,4,22,Night
2016-04-30 18:42:00,2016-04-30 18:57:00,Business,Whitebridge,Waverly Place,7.7,Meal/Entertain,Whitebridge ➝ Waverly Place,April,0 days 23:45:00,Saturday,4,18,Evening
2016-04-30 22:16:00,2016-04-30 22:34:00,Business,Waverly Place,Whitebridge,6.8,,Waverly Place ➝ Whitebridge,April,0 days 23:42:00,Saturday,4,22,Night
2016-05-01 13:45:00,2016-05-01 13:53:00,Business,Whitebridge,Westpark Place,2.1,Meal/Entertain,Whitebridge ➝ Westpark Place,May,0 days 23:52:00,Sunday,5,13,Afternoon
2016-05-01 14:26:00,2016-05-01 14:31:00,Business,Westpark Place,Whitebridge,2.3,,Westpark Place ➝ Whitebridge,May,0 days 23:55:00,Sunday,5,14,Afternoon
2016-05-01 17:33:00,2016-05-01 17:45:00,Business,Whitebridge,Tanglewood,6.2,Between Offices,Whitebridge ➝ Tanglewood,May,0 days 23:48:00,Sunday,5,17,Evening
2016-05-01 17:54:00,2016-05-01 18:10:00,Business,Tanglewood,Parkway,7.5,Meeting,Tanglewood ➝ Parkway,May,0 days 23:44:00,Sunday,5,17,Evening
2016-05-01 22:38:00,2016-05-01 22:49:00,Business,Parkway,Whitebridge,3.1,Errand/Supplies,Parkway ➝ Whitebridge,May,0 days 23:49:00,Sunday,5,22,Night
2016-05-02 14:14:00,2016-05-02 14:21:00,Business,Whitebridge,Westpark Place,2.2,Errand/Supplies,Whitebridge ➝ Westpark Place,May,0 days 23:53:00,Monday,5,14,Afternoon
2016-05-02 15:37:00,2016-05-02 15:48:00,Business,Westpark Place,Whitebridge,3.9,Meal/Entertain,Westpark Place ➝ Whitebridge,May,0 days 23:49:00,Monday,5,15,Afternoon
2016-05-03 22:20:00,2016-05-03 22:28:00,Business,Morrisville,Cary,2.5,Meal/Entertain,Morrisville ➝ Cary,May,0 days 23:52:00,Tuesday,5,22,Night
2016-05-04 15:16:00,2016-05-04 15:37:00,Business,Cary,Morrisville,8.7,Meal/Entertain,Cary ➝ Morrisville,May,0 days 23:39:00,Wednesday,5,15,Afternoon
2016-05-04 20:55:00,2016-05-04 21:14:00,Business,Mcvan,Capitol One,14.5,Errand/Supplies,Mcvan ➝ Capitol One,May,0 days 23:41:00,Wednesday,5,20,Evening
2016-05-04 21:30:00,2016-05-04 21:36:00,Business,Capitol One,University District,4.5,Meal/Entertain,Capitol One ➝ University District,May,0 days 23:54:00,Wednesday,5,21,Night
2016-05-04 22:19:00,2016-05-04 22:27:00,Business,University District,Capitol One,5.0,Meal/Entertain,University District ➝ Capitol One,May,0 days 23:52:00,Wednesday,5,22,Night
2016-05-05 21:24:00,2016-05-05 21:36:00,Business,Seattle,Redmond,14.2,Meal/Entertain,Seattle ➝ Redmond,May,0 days 23:48:00,Thursday,5,21,Night
2016-05-05 22:34:00,2016-05-05 22:40:00,Business,Redmond,Bellevue,2.9,Errand/Supplies,Redmond ➝ Bellevue,May,0 days 23:54:00,Thursday,5,22,Night
2016-05-05 23:55:00,2016-05-06 00:08:00,Business,Bellevue,Seattle,12.9,Meeting,Bellevue ➝ Seattle,May,0 days 23:47:00,Thursday,5,23,Night
2016-05-06 05:47:00,2016-05-06 06:02:00,Business,Capitol One,Mcvan,14.4,Meeting,Capitol One ➝ Mcvan,May,0 days 23:45:00,Friday,5,5,Night
2016-05-06 16:45:00,2016-05-06 16:59:00,Business,Chapel Hill,Morrisville,17.0,Meeting,Chapel Hill ➝ Morrisville,May,0 days 23:46:00,Friday,5,16,Afternoon
2016-05-06 17:18:00,2016-05-06 17:44:00,Business,Morrisville,Cary,7.9,Customer Visit,Morrisville ➝ Cary,May,0 days 23:34:00,Friday,5,17,Evening
2016-05-09 06:08:00,2016-05-09 06:25:00,Business,Cary,Morrisville,8.4,Customer Visit,Cary ➝ Morrisville,May,0 days 23:43:00,Monday,5,6,Morning
2016-05-09 14:39:00,2016-05-09 15:06:00,Business,San Francisco,Palo Alto,20.5,Between Offices,San Francisco ➝ Palo Alto,May,0 days 23:33:00,Monday,5,14,Afternoon
2016-05-09 17:58:00,2016-05-09 18:26:00,Business,Palo Alto,Sunnyvale,9.8,Customer Visit,Palo Alto ➝ Sunnyvale,May,0 days 23:32:00,Monday,5,17,Evening
2016-05-09 19:35:00,2016-05-09 19:59:00,Business,Sunnyvale,Newark,17.6,Customer Visit,Sunnyvale ➝ Newark,May,0 days 23:36:00,Monday,5,19,Evening
2016-05-10 09:03:00,2016-05-10 09:20:00,Business,Newark,Menlo Park,9.3,Customer Visit,Newark ➝ Menlo Park,May,0 days 23:43:00,Tuesday,5,9,Morning
2016-05-10 17:19:00,2016-05-10 17:31:00,Business,Menlo Park,Newark,7.9,Customer Visit,Menlo Park ➝ Newark,May,0 days 23:48:00,Tuesday,5,17,Evening
2016-05-11 08:35:00,2016-05-11 09:12:00,Business,Newark,San Francisco,25.6,Meeting,Newark ➝ San Francisco,May,0 days 23:23:00,Wednesday,5,8,Morning
2016-05-11 21:47:00,2016-05-11 22:04:00,Business,Morrisville,Cary,8.1,Meeting,Morrisville ➝ Cary,May,0 days 23:43:00,Wednesday,5,21,Night
2016-05-14 18:35:00,2016-05-14 18:39:00,Business,Cary,Morrisville,3.1,Meal/Entertain,Cary ➝ Morrisville,May,0 days 23:56:00,Saturday,5,18,Evening
2016-05-14 23:01:00,2016-05-14 23:05:00,Business,Morrisville,Cary,3.1,Meal/Entertain,Morrisville ➝ Cary,May,0 days 23:56:00,Saturday,5,23,Night
2016-05-17 13:15:00,2016-05-17 13:23:00,Business,Whitebridge,Preston,2.8,Errand/Supplies,Whitebridge ➝ Preston,May,0 days 23:52:00,Tuesday,5,13,Afternoon
2016-05-17 13:56:00,2016-05-17 14:08:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,Preston ➝ Westpark Place,May,0 days 23:48:00,Tuesday,5,13,Afternoon
2016-05-17 14:34:00,2016-05-17 14:40:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,Westpark Place ➝ Whitebridge,May,0 days 23:54:00,Tuesday,5,14,Afternoon
2016-05-18 09:11:00,2016-05-18 09:41:00,Business,Cary,Morrisville,8.4,Customer Visit,Cary ➝ Morrisville,May,0 days 23:30:00,Wednesday,5,9,Morning
2016-05-18 13:00:00,2016-05-18 13:02:00,Business,Morrisville,Raleigh,7.6,Customer Visit,Morrisville ➝ Raleigh,May,0 days 23:58:00,Wednesday,5,13,Afternoon
2016-05-19 14:37:00,2016-05-19 15:01:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,Old City ➝ Parkway Museums,May,0 days 23:36:00,Thursday,5,14,Afternoon
2016-05-20 10:56:00,2016-05-20 11:07:00,Business,Old City,Hog Island,11.2,Meeting,Old City ➝ Hog Island,May,0 days 23:49:00,Friday,5,10,Morning
2016-05-20 15:43:00,2016-05-20 16:12:00,Business,Morrisville,Cary,8.2,Meal/Entertain,Morrisville ➝ Cary,May,0 days 23:31:00,Friday,5,15,Afternoon
2016-05-22 15:39:00,2016-05-22 15:46:00,Business,Cary,Morrisville,3.0,Meal/Entertain,Cary ➝ Morrisville,May,0 days 23:53:00,Sunday,5,15,Afternoon
2016-05-22 18:46:00,2016-05-22 18:53:00,Business,Morrisville,Cary,2.5,Meal/Entertain,Morrisville ➝ Cary,May,0 days 23:53:00,Sunday,5,18,Evening
2016-05-23 20:19:00,2016-05-23 20:27:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,Whitebridge ➝ Savon Height,May,0 days 23:52:00,Monday,5,20,Evening
2016-05-23 21:09:00,2016-05-23 21:21:00,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,Savon Height ➝ Whitebridge,May,0 days 23:48:00,Monday,5,21,Night
2016-05-27 20:26:00,2016-05-27 20:30:00,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,Whitebridge ➝ Kildaire Farms,May,0 days 23:56:00,Friday,5,20,Evening
2016-05-27 20:47:00,2016-05-27 20:53:00,Business,Savon Height,Kilarney Woods,1.2,,Savon Height ➝ Kilarney Woods,May,0 days 23:54:00,Friday,5,20,Evening
2016-05-27 22:11:00,2016-05-27 22:14:00,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,Kilarney Woods ➝ Kildaire Farms,May,0 days 23:57:00,Friday,5,22,Night
2016-05-28 00:15:00,2016-05-28 00:21:00,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,Kilarney Woods ➝ Whitebridge,May,0 days 23:54:00,Saturday,5,0,Night
2016-05-28 12:52:00,2016-05-28 13:06:00,Business,Cary,Morrisville,6.1,Meal/Entertain,Cary ➝ Morrisville,May,0 days 23:46:00,Saturday,5,12,Afternoon
2016-05-28 14:35:00,2016-05-28 15:04:00,Business,Morrisville,Cary,11.3,Customer Visit,Morrisville ➝ Cary,May,0 days 23:31:00,Saturday,5,14,Afternoon
2016-05-31 13:54:00,2016-05-31 14:41:00,Business,Cary,Raleigh,14.9,Meeting,Cary ➝ Raleigh,May,0 days 23:13:00,Tuesday,5,13,Afternoon
2016-05-31 16:02:00,2016-05-31 16:39:00,Business,Raleigh,Cary,14.0,Meeting,Raleigh ➝ Cary,May,0 days 23:23:00,Tuesday,5,16,Afternoon
2016-05-31 17:50:00,2016-05-31 17:59:00,Business,Westpark Place,Whitebridge,1.8,,Westpark Place ➝ Whitebridge,May,0 days 23:51:00,Tuesday,5,17,Evening
2016-06-01 10:19:00,2016-06-01 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,Cary ➝ Morrisville,June,0 days 23:32:00,Wednesday,6,10,Morning
2016-06-01 13:10:00,2016-06-01 13:39:00,Business,Morrisville,Cary,9.6,Meeting,Morrisville ➝ Cary,June,0 days 23:31:00,Wednesday,6,13,Afternoon
2016-06-03 11:29:00,2016-06-03 11:49:00,Business,Cary,Durham,10.4,Meeting,Cary ➝ Durham,June,0 days 23:40:00,Friday,6,11,Morning
2016-06-03 13:08:00,2016-06-03 13:38:00,Business,Durham,Cary,9.9,Meeting,Durham ➝ Cary,June,0 days 23:30:00,Friday,6,13,Afternoon
2016-06-03 15:31:00,2016-06-03 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,Cary ➝ Morrisville,June,0 days 23:37:00,Friday,6,15,Afternoon
2016-06-03 18:14:00,2016-06-03 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,Townes at Everett Crossing ➝ Chessington,June,0 days 23:45:00,Friday,6,18,Evening
2016-06-03 18:41:00,2016-06-03 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,Morrisville ➝ Cary,June,0 days 23:48:00,Friday,6,18,Evening
2016-06-03 19:36:00,2016-06-03 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,Huntington Woods ➝ Weston,June,0 days 23:54:00,Friday,6,19,Evening
2016-06-03 22:47:00,2016-06-03 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,Morrisville ➝ Cary,June,0 days 23:41:00,Friday,6,22,Night
2016-06-05 14:03:00,2016-06-05 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,Whitebridge ➝ Savon Height,June,0 days 23:30:00,Sunday,6,14,Afternoon
2016-06-05 15:06:00,2016-06-05 15:22:00,Business,Cary,Morrisville,7.8,Customer Visit,Cary ➝ Morrisville,June,0 days 23:44:00,Sunday,6,15,Afternoon
2016-06-05 15:57:00,2016-06-05 16:08:00,Business,Weston,Weston,3.8,Meal/Entertain,Weston ➝ Weston,June,0 days 23:49:00,Sunday,6,15,Afternoon
2016-06-05 18:05:00,2016-06-05 18:14:00,Business,Morrisville,Cary,2.5,Meal/Entertain,Morrisville ➝ Cary,June,0 days 23:51:00,Sunday,6,18,Evening
2016-06-05 21:53:00,2016-06-05 22:05:00,Business,Cary,Durham,9.9,Meeting,Cary ➝ Durham,June,0 days 23:48:00,Sunday,6,21,Night
2016-06-05 23:52:00,2016-06-06 00:08:00,Business,Durham,Cary,9.9,Meeting,Durham ➝ Cary,June,0 days 23:44:00,Sunday,6,23,Night
2016-06-06 15:36:00,2016-06-06 15:45:00,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,Whitebridge ➝ Hazelwood,June,0 days 23:51:00,Monday,6,15,Afternoon
2016-06-06 16:16:00,2016-06-06 16:24:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,Hazelwood ➝ Whitebridge,June,0 days 23:52:00,Monday,6,16,Afternoon
2016-06-06 20:06:00,2016-06-06 20:20:00,Business,Cary,Apex,5.7,Meal/Entertain,Cary ➝ Apex,June,0 days 23:46:00,Monday,6,20,Evening
2016-06-06 21:08:00,2016-06-06 21:37:00,Business,Apex,Cary,7.2,Meal/Entertain,Apex ➝ Cary,June,0 days 23:31:00,Monday,6,21,Night
2016-06-06 21:41:00,2016-06-06 22:00:00,Business,Cary,Durham,10.4,Meeting,Cary ➝ Durham,June,0 days 23:41:00,Monday,6,21,Night
2016-06-06 23:34:00,2016-06-06 23:48:00,Business,Durham,Cary,9.9,Meeting,Durham ➝ Cary,June,0 days 23:46:00,Monday,6,23,Night
2016-06-07 21:42:00,2016-06-07 22:00:00,Business,Cary,Durham,10.4,Meeting,Cary ➝ Durham,June,0 days 23:42:00,Tuesday,6,21,Night
2016-06-07 23:41:00,2016-06-08 00:04:00,Business,Durham,Cary,9.9,Meeting,Durham ➝ Cary,June,0 days 23:37:00,Tuesday,6,23,Night
2016-06-08 08:23:00,2016-06-08 08:53:00,Business,Cary,Morrisville,8.7,Meal/Entertain,Cary ➝ Morrisville,June,0 days 23:30:00,Wednesday,6,8,Morning
2016-06-08 12:04:00,2016-06-08 13:01:00,Business,Jamaica,New York,22.3,Errand/Supplies,Jamaica ➝ New York,June,0 days 23:03:00,Wednesday,6,12,Afternoon
2016-06-08 13:12:00,2016-06-08 13:29:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,Seaport ➝ Gramercy-Flatiron,June,0 days 23:43:00,Wednesday,6,13,Afternoon
2016-06-08 14:31:00,2016-06-08 14:37:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,Medical Centre ➝ Tudor City,June,0 days 23:54:00,Wednesday,6,14,Afternoon
2016-06-08 16:55:00,2016-06-08 17:11:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,Rose Hill ➝ Soho,June,0 days 23:44:00,Wednesday,6,16,Afternoon
2016-06-08 17:16:00,2016-06-08 17:18:00,Business,Soho,Tribeca,0.5,Errand/Supplies,Soho ➝ Tribeca,June,0 days 23:58:00,Wednesday,6,17,Evening
2016-06-08 17:59:00,2016-06-08 18:05:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,Tribeca ➝ Financial District,June,0 days 23:54:00,Wednesday,6,17,Evening
2016-06-08 20:11:00,2016-06-08 20:25:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,Financial District ➝ Kips Bay,June,0 days 23:46:00,Wednesday,6,20,Evening
2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,New York ➝ Jamaica,June,0 days 22:51:00,Friday,6,15,Afternoon
2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,Cary ➝ Durham,June,0 days 23:43:00,Friday,6,21,Night
2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,Durham ➝ Cary,June,0 days 23:52:00,Friday,6,23,Night
2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,Cary ➝ Morrisville,June,0 days 23:52:00,Saturday,6,17,Evening
2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,Morrisville ➝ Cary,June,0 days 23:55:00,Saturday,6,17,Evening
2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,,Westpark Place ➝ Whitebridge,June,0 days 23:54:00,Saturday,6,17,Evening
2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,Cary ➝ Durham,June,0 days 23:41:00,Saturday,6,21,Night
2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,Durham ➝ Cary,June,0 days 23:34:00,Saturday,6,23,Night
2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,Cary ➝ Morrisville,June,0 days 23:57:00,Sunday,6,19,Evening
2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,Morrisville ➝ Cary,June,0 days 23:49:00,Sunday,6,20,Evening
2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,Parkway ➝ Whitebridge,June,0 days 23:39:00,Sunday,6,21,Night
2016-06-13 05:23:00,2016-06-13 05:42:00,Business,Cary,Morrisville,8.4,Meal/Entertain,Cary ➝ Morrisville,June,0 days 23:41:00,Monday,6,5,Night
2016-06-13 14:17:00,2016-06-13 14:46:00,Business,Oakland,Emeryville,13.2,Meeting,Oakland ➝ Emeryville,June,0 days 23:31:00,Monday,6,14,Afternoon
2016-06-13 18:08:00,2016-06-13 18:47:00,Business,Emeryville,Berkeley,3.9,Meal/Entertain,Emeryville ➝ Berkeley,June,0 days 23:21:00,Monday,6,18,Evening
2016-06-13 18:54:00,2016-06-13 19:23:00,Business,Berkeley,Oakland,5.1,Meal/Entertain,Berkeley ➝ Oakland,June,0 days 23:31:00,Monday,6,18,Evening
2016-06-14 12:03:00,2016-06-14 12:21:00,Business,Emeryville,San Francisco,9.8,,Emeryville ➝ San Francisco,June,0 days 23:42:00,Tuesday,6,12,Afternoon
2016-06-14 16:09:00,2016-06-14 16:39:00,Business,San Francisco,Emeryville,11.6,Meeting,San Francisco ➝ Emeryville,June,0 days 23:30:00,Tuesday,6,16,Afternoon
2016-06-14 17:15:00,2016-06-14 17:24:00,Business,Emeryville,Oakland,5.1,Meeting,Emeryville ➝ Oakland,June,0 days 23:51:00,Tuesday,6,17,Evening
2016-06-14 17:27:00,2016-06-14 17:57:00,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,Downtown ➝ Bay Farm Island,June,0 days 23:30:00,Tuesday,6,17,Evening
2016-06-15 01:46:00,2016-06-15 02:06:00,Business,Kenner,New Orleans,12.4,Between Offices,Kenner ➝ New Orleans,June,0 days 23:40:00,Wednesday,6,1,Night
2016-06-15 15:26:00,2016-06-15 15:34:00,Business,CBD,Lower Garden District,1.9,Between Offices,CBD ➝ Lower Garden District,June,0 days 23:52:00,Wednesday,6,15,Afternoon
2016-06-15 16:37:00,2016-06-15 17:02:00,Business,Lower Garden District,Lakeview,6.4,Customer Visit,Lower Garden District ➝ Lakeview,June,0 days 23:35:00,Wednesday,6,16,Afternoon
2016-06-15 17:29:00,2016-06-15 17:49:00,Personal,Lakeview,Storyville,5.5,,Lakeview ➝ Storyville,June,0 days 23:40:00,Wednesday,6,17,Evening
2016-06-15 19:52:00,2016-06-15 19:58:00,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,Storyville ➝ Faubourg Marigny,June,0 days 23:54:00,Wednesday,6,19,Evening
2016-06-16 13:36:00,2016-06-16 14:30:00,Business,New Orleans,Metairie,14.5,,New Orleans ➝ Metairie,June,0 days 23:06:00,Thursday,6,13,Afternoon
2016-06-16 14:42:00,2016-06-16 14:46:00,Business,Metairie,Kenner,2.7,,Metairie ➝ Kenner,June,0 days 23:56:00,Thursday,6,14,Afternoon
2016-06-16 15:17:00,2016-06-16 15:41:00,Business,Kenner,New Orleans,15.0,,Kenner ➝ New Orleans,June,0 days 23:36:00,Thursday,6,15,Afternoon
2016-06-16 19:39:00,2016-06-16 19:56:00,Business,New Orleans,Kenner,12.9,,New Orleans ➝ Kenner,June,0 days 23:43:00,Thursday,6,19,Evening
2016-06-16 21:43:00,2016-06-16 21:56:00,Business,Kenner,New Orleans,13.6,,Kenner ➝ New Orleans,June,0 days 23:47:00,Thursday,6,21,Night
2016-06-17 16:11:00,2016-06-17 16:44:00,Business,New Orleans,Kenner,12.2,,New Orleans ➝ Kenner,June,0 days 23:27:00,Friday,6,16,Afternoon
2016-06-18 00:29:00,2016-06-18 00:51:00,Business,Morrisville,Cary,8.7,,Morrisville ➝ Cary,June,0 days 23:38:00,Saturday,6,0,Night
2016-06-19 02:39:00,2016-06-19 02:50:00,Business,Cary,Raleigh,6.0,,Cary ➝ Raleigh,June,0 days 23:49:00,Sunday,6,2,Night
2016-06-19 05:51:00,2016-06-19 06:00:00,Business,Raleigh,Cary,5.9,,Raleigh ➝ Cary,June,0 days 23:51:00,Sunday,6,5,Night
2016-06-21 15:39:00,2016-06-21 16:08:00,Business,Cary,Raleigh,19.3,,Cary ➝ Raleigh,June,0 days 23:31:00,Tuesday,6,15,Afternoon
2016-06-21 17:11:00,2016-06-21 18:02:00,Business,Raleigh,Cary,16.6,Meal/Entertain,Raleigh ➝ Cary,June,0 days 23:09:00,Tuesday,6,17,Evening
2016-06-24 10:41:00,2016-06-24 10:57:00,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,Whitebridge ➝ Waverly Place,June,0 days 23:44:00,Friday,6,10,Morning
2016-06-24 11:54:00,2016-06-24 12:01:00,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,Waverly Place ➝ Macgregor Downs,June,0 days 23:53:00,Friday,6,11,Morning
2016-06-24 12:19:00,2016-06-24 12:37:00,Business,Cary,Raleigh,8.6,Errand/Supplies,Cary ➝ Raleigh,June,0 days 23:42:00,Friday,6,12,Afternoon
2016-06-24 12:50:00,2016-06-24 13:12:00,Business,Raleigh,Morrisville,9.0,Errand/Supplies,Raleigh ➝ Morrisville,June,0 days 23:38:00,Friday,6,12,Afternoon
2016-06-24 13:18:00,2016-06-24 13:27:00,Business,Morrisville,Cary,3.1,Errand/Supplies,Morrisville ➝ Cary,June,0 days 23:51:00,Friday,6,13,Afternoon
2016-06-24 14:01:00,2016-06-24 14:20:00,Business,Cary,Morrisville,8.4,Temporary Site,Cary ➝ Morrisville,June,0 days 23:41:00,Friday,6,14,Afternoon
2016-06-24 20:44:00,2016-06-24 21:02:00,Business,Kenner,New Orleans,12.8,,Kenner ➝ New Orleans,June,0 days 23:42:00,Friday,6,20,Evening
2016-06-25 09:03:00,2016-06-25 09:12:00,Business,CBD,Bywater,4.5,,CBD ➝ Bywater,June,0 days 23:51:00,Saturday,6,9,Morning
2016-06-25 09:15:00,2016-06-25 10:08:00,Business,New Orleans,Chalmette,11.8,Between Offices,New Orleans ➝ Chalmette,June,0 days 23:07:00,Saturday,6,9,Morning
2016-06-25 10:18:00,2016-06-25 10:25:00,Business,Chalmette,Arabi,1.1,Errand/Supplies,Chalmette ➝ Arabi,June,0 days 23:53:00,Saturday,6,10,Morning
2016-06-25 10:50:00,2016-06-25 11:18:00,Business,Arabi,Metairie,17.0,Meal/Entertain,Arabi ➝ Metairie,June,0 days 23:32:00,Saturday,6,10,Morning
2016-06-25 11:25:00,2016-06-25 11:34:00,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,Pontchartrain Shores ➝ Pontchartrain Shores,June,0 days 23:51:00,Saturday,6,11,Morning
2016-06-25 11:53:00,2016-06-25 13:21:00,Business,Metairie,New Orleans,15.5,Meeting,Metairie ➝ New Orleans,June,0 days 22:32:00,Saturday,6,11,Morning
2016-06-25 19:47:00,2016-06-25 19:58:00,Business,Storyville,Marigny,1.6,,Storyville ➝ Marigny,June,0 days 23:49:00,Saturday,6,19,Evening
2016-06-25 23:19:00,2016-06-25 23:26:00,Business,Marigny,Storyville,1.5,,Marigny ➝ Storyville,June,0 days 23:53:00,Saturday,6,23,Night
2016-06-26 17:43:00,2016-06-26 18:18:00,Business,New Orleans,Kenner,12.6,Meeting,New Orleans ➝ Kenner,June,0 days 23:25:00,Sunday,6,17,Evening
2016-06-26 18:45:00,2016-06-26 19:12:00,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,,Pontchartrain Shores ➝ Pontchartrain Shores,June,0 days 23:33:00,Sunday,6,18,Evening
2016-06-26 19:41:00,2016-06-26 19:50:00,Business,Kenner,Kenner,2.2,,Kenner ➝ Kenner,June,0 days 23:51:00,Sunday,6,19,Evening
2016-06-26 21:14:00,2016-06-26 21:42:00,Business,Kenner,New Orleans,13.0,,Kenner ➝ New Orleans,June,0 days 23:32:00,Sunday,6,21,Night
2016-06-27 07:37:00,2016-06-27 08:48:00,Business,New Orleans,Covington,46.9,,New Orleans ➝ Covington,June,0 days 22:49:00,Monday,6,7,Morning
2016-06-27 08:51:00,2016-06-27 09:00:00,Business,Covington,Covington,2.5,,Covington ➝ Covington,June,0 days 23:51:00,Monday,6,8,Morning
2016-06-27 09:05:00,2016-06-27 09:33:00,Business,Covington,Covington,8.6,,Covington ➝ Covington,June,0 days 23:32:00,Monday,6,9,Morning
2016-06-27 09:43:00,2016-06-27 10:08:00,Business,Covington,Covington,5.2,,Covington ➝ Covington,June,0 days 23:35:00,Monday,6,9,Morning
2016-06-27 10:22:00,2016-06-27 10:39:00,Business,Covington,Covington,7.6,,Covington ➝ Covington,June,0 days 23:43:00,Monday,6,10,Morning
2016-06-27 10:51:00,2016-06-27 10:58:00,Business,Covington,Covington,1.8,,Covington ➝ Covington,June,0 days 23:53:00,Monday,6,10,Morning
2016-06-27 11:06:00,2016-06-27 11:24:00,Business,Covington,Mandeville,4.7,,Covington ➝ Mandeville,June,0 days 23:42:00,Monday,6,11,Morning
2016-06-27 11:30:00,2016-06-27 11:42:00,Business,Mandeville,Mandeville,2.8,,Mandeville ➝ Mandeville,June,0 days 23:48:00,Monday,6,11,Morning
2016-06-27 12:22:00,2016-06-27 13:02:00,Business,Mandeville,Metairie,30.0,,Mandeville ➝ Metairie,June,0 days 23:20:00,Monday,6,12,Afternoon
2016-06-27 13:56:00,2016-06-27 14:05:00,Business,Metairie,Kenner,4.4,,Metairie ➝ Kenner,June,0 days 23:51:00,Monday,6,13,Afternoon
2016-06-27 21:09:00,2016-06-27 21:19:00,Business,Jamestown Court,Jamestown Court,1.0,,Jamestown Court ➝ Jamestown Court,June,0 days 23:50:00,Monday,6,21,Night
2016-06-28 00:48:00,2016-06-28 01:05:00,Business,Morrisville,Cary,8.2,Customer Visit,Morrisville ➝ Cary,June,0 days 23:43:00,Tuesday,6,0,Night
2016-06-28 20:13:00,2016-06-28 20:33:00,Business,Cary,Durham,10.4,Meeting,Cary ➝ Durham,June,0 days 23:40:00,Tuesday,6,20,Evening
2016-06-28 23:34:00,2016-06-28 23:59:00,Business,Durham,Cary,9.9,Meeting,Durham ➝ Cary,June,0 days 23:35:00,Tuesday,6,23,Night
